bnf_code,bnf_name,items
21011200219,"Milex gellhorn pessary 89mm diameter, silicone, short stem",6
090607000BBMDBN,Life On Vitokid Multivitamin syrup,6
0501023A0AAAFAF,Aztreonam 75mg neb soln vials with device,6
21270000496,Haddenham Veni class 3 (34-46mmHg) tights closed toe extra wide,6
22306153066,Discreet sheath tacky 32mm,6
131500000AABXBX,Monobenzone 40% in Cetomacrogol cream (Formula A),6
0906031C0AABIBI,Ascorbic acid 500mg capsules,6
20020201148,AndoFlex TLC-XL latex free multi-layer compression bandage kit,7
23300263094,Corsinel Suportx StomaSafe Plus ostomy belt medium/large black,7
0503010H0AAACAC,Tenofovir 123mg tablets,7
20033000286,Hydraseal Border dressing 5cm x 5cm square,7
0906040G0ECACDF,"ColeDose D3 3,200unit capsules",7
1001030S0BEAAAB,Hyrimoz 40mg/0.8ml solution for injection pre-filled pens,7
23350103771,"Moderma Flex convex colostomy bag with filter and QuietWear film, maxi 35mm",7
0601040I0BDAAAG,GSF-Syrup oral gel 18g sachets peppermint,7
0913107A0BCAAAE,EleCare powder,7
22903409119,"Elastic belt compatible with MK1, MK3, MK6 urinal system 95cm",7
0403040R0BDAAAJ,Lamberts 5-HTP 100mg tablets,7
21270002833,Mediven Cosy MTM class 3 (34-46mmHg) thigh length open toe with waist attachment,7
0409030B0BEACAG,Xeomin 200unit powder for solution for injection vials,7
091101000AAFXFX,Lysine 500mg tablets,7
22303403007,Incontiaid penile sheath 30mm,7
21270000546,Altiven class 3 (34-46mmHg) made to measure below knee open toe,7
0501021L0BCAAAA,Keflex 250mg capsules,7
23300263444,Suportx Easy Peel ostomy belt with hole XX large 26cm black,7
23603456147,"Pelican Select Afresh ileostomy bag with filter, mini 20mm opaque",7
23850608513,Karaya gum washer extra hard 76mm x 29mm,7
23945909576,Combimate two piece ostomy system urostomy bag large 57mm transparent,7
190400000AAARAR,Liquid paraffin light liquid,7
23600706250,"Nova ileostomy bag with filter, anatomical clear 15-60mm",7
23301023143,Comfizz Level I junior boy support vest large white,7
1104010I0AAAEAE,Generic Maxitrol eye drops,7
1001010J0CSAABJ,Sudafed Sinus Pressure & Pain tablets,7
0401020A0AAAAAA,Alprazolam 250microgram tablets,7
091102000AABSBS,Ubidecarenone 120mg capsules,7
0402010C0AAAKAK,Clozapine 100mg orodispersible tablets sugar free,7
23603456356,"Pelican Platinum Contour ileostomy bag with filter, standard 30mm clear",7
23355603674,Welland Curvex colostomy bag with Dual Carb filter 43mm plateau beige,7
20090001318,Skinnies AM tubules elbow,7
23301023184,Comfizz Level I female support briefs XX large/XXX large pink,7
23945909447,Combimate Supersoft two piece ostomy system 45mm flange 28mm,7
1305020S0AABUBU,Salicylic acid 40% in Yellow soft paraffin,7
1202020P0BJAEAC,Sudafed Sinus-Ease 0.1% nasal spray,7
0407020K0AAEGEG,Diamorphine 10mg powder for solution for injection vials,7
0906031C0CMABAH,Vodexo 200mg tablets,7
0402010C0AAALAL,Clozapine 200mg orodispersible tablets sugar free,7
20050300326,Shiley cuffed paediatric tracheostomy tube 42mm length,7
23604806252,"Esteem+ ileostomy bag with filter and InvisiClose outlet, standard 25mm clear",7
23305951030,Vanilla Blush Level 2/3 male support briefs with legs extra large white,7
0408010W0BBAIAH,Epilim Intravenous 400mg inj vials,7
20031900030,Askina Calgitrol Ag dressing 20cm x 20cm square,7
23300263191,Suportx Easy Peel breathable ostomy belt with hole large 15cm black,7
20031600154,HydroTac dressing 6cm diameter circular,7
20031700227,Exufiber dressing 4.5cm x 30cm rectangular,7
23354803661,Esteem+ colostomy bag large 50mm clear,7
21270002768,Sigvaris MTM Optiform Hold class 2 (23-32mmHg) thigh sleeve,7
20033000105,kliniderm Hydrocolloid dressing 20cm x 20cm square,7
21270002587,Haddenham Star Cotton MTO no gusset panty for lymphoedema garment,7
21460100017,Orione hernia brief male size 9,7
23301023252,Comfizz Level II double layer support boxers small/medium black,7
23300263734,Suportx male high waist girdle extra large skin,7
23945909455,"Combimate Supersoft two piece ostomy system shallow convex flange 38mm flange, starter hole 13mm",7
130201000BBAPA0,Imuderm cream,7
20031300071,Bapscarcare T sheet 5cm x 30cm rectangular,7
21270001803,Juzo Dynamic Cotton custom fit class 1 (18-21mmHg) below knee open toe with silicone top band,7
0501040U0BFAAAG,Tymbrineb 300mg/5ml nebuliser solution 5ml ampoules,7
23605906072,"Trio Genii with Sil2 silicone flange ileostomy bag with filter, midi 15-60mm medium",7
21270001378,Juzo Expert hook and eye fastener for lymphoedema garment,7
0407041A0BDAAAC,Paramax sachets,7
20030000019,Strataderm gel,7
20031600007,Tegaderm Contact dressing 20cm x 25cm,7
0704010A0AAAHAH,Alfuzosin 10mg/5ml oral suspension,7
0309010X0BCABAQ,Galenphol Strong 10mg/5ml linctus,7
0704050B0AABFBF,Alprostadil 40microgram inj cartridges,7
22902409024,Male jockey urinal rubber bag,7
21270001701,Juzo Dynamic Cotton class 1 (18-21mmHg) tights open toe,7
0105020C0AAABAB,Hydrocortisone 25mg suppositories,7
0906040G0BWBFBF,SunVit-D3 600unit capsules,7
23603456316,"Pelican Select convex ileostomy bag with filter, maxi 20mm opaque",7
21270000782,ActiLymph MTM Dura class 2 (23-32mmHg) thigh length open toe with waist attachment,7
23301023240,Comfizz Level I shallow waistband with silicone grip extra large/XX large white,7
20031700048,Cutimed Sorbion Sachet Multi Star dressing 8cm x 8cm,7
20020201046,K-Four multi-layer compression bandage kit less than 18cm ankle circumference,7
21012000135,Durolane 60mg/3ml injection pre-filled syringes,7
1307000M0AABLBL,Salicylic acid 12.5% / Camphor 3.11% liquid,7
0206030Z0BDACAC,Ranogelan 750mg prolonged-release tablets,7
23300263095,Corsinel Suportx StomaSafe Plus ostomy belt large/extra large black,7
23304103043,Salts female support briefs extra small black,7
0402010W0AAAGAG,Thioridazine 50mg tablets,7
0404000L0BFAFBH,Adderall XR 10mg capsules,7
21270000734,Carolon class 2 (18-24mmHg) below knee closed toe,7
22902199011,Afex Mobility Assisted male urinal system with XXX large briefs,7
0407020A0BCAEAN,Actiq 1.2mg lozenges with integral oromucosal applicator,7
0908010E0AAACAC,Mercaptamine 25mg gastro-resistant capsules,7
23941009510,Assura two piece ostomy system urostomy bag paediatric clear,7
20090001256,Skinnies AM clava 5-14 years,7
0801010B0AAABAB,Busulfan 2mg tablets,7
23355903624,"Pelican ModaVi soft convex colostomy bag with filter, medium 25mm black",7
0503010K0AAAAAA,Emtricitabine 200mg capsules,7
21270001908,Juzo Inspiration class 2 (23-32mmHg) thigh length open toe with silicone top band wide,7
23301023304,Comfizz Level III support belt easy cut medium 15cm,7
0906050P0BJAEA9,"HealthAid Natural Vitamin E 1,000unit capsules",7
23963059709,UltraMax urostomy bag starter hole,7
23301083187,Fulcionel ostomy/hernia support tube belt extra small 15cm black,7
23350703700,Nova X3 colostomy bag opaque 35mm,7
21270001784,Juzo Dynamic custom fit class 3 (34-46mmHg) below knee closed toe,7
21350000100,Aknicare cream,7
1002010U0AAABAB,Fampridine 10mg modified-release tablets,7
23604806269,Esteem+ Flex convex ileostomy bag 35mm,7
23303243042,Nu-Hope belt left large 225mm,7
21290000169,Footshield II shoe extra large right,7
0902021S0AADIDI,Sodium chloride 30% solution for infusion 100ml vials,7
0404000L0AAAYAY,Amfetamine 15mg / Dexamfetamine 15mg modified-release caps,7
23751027504,Comfishield Set 75mm pearl,7
0202010L0AAAYAY,Hydrochlorothiazide 12.5mg tablets,7
1502010V0BBAAAA,Chirocaine 25mg/10ml solution for injection ampoules,7
0801050U0AAAAAA,Procarbazine 50mg capsules,7
0103050P0BGAEAN,Mezzopram 20mg dispersible gastro-resistant tab (NorthStar),7
0408020V0AAAHAH,Midazolam 25mg/5ml oral liquid,7
23301023209,Comfizz Level III shallow support belt large 60mm,7
21270002563,Haddenham Star Cotton MTO class 1 (18-21mmHg) one-legged tights closed toe right,7
20090001187,Skinnies WEB stockinette round top long sleeve 0-24 months,7
20031500057,Eakin access window large,7
0913081D0BBAAAA,Renamil powder 100g sachets,7
23603356258,Option Alginate convex ileostomy bag with filter and soft touch closure 45mm diameter 25mm,7
23301023294,Comfizz Level I support thong large/extra large white,7
23605906213,"Softima Active Convex Roll'Up ileostomy bag with filter, midi 15-45mm beige",7
1315000G0AAAWAW,Hydroquinone 2% cream,7
1304000F0AAEPEP,Coal tar solution 5% in Betamethasone valerate 0.025% cream,7
1305020C0AAFEFE,Coal tar paste,7
0503021C0BEABAC,Ranovir 400mg tablets,7
0407020Q0AAGBGB,Morphine sulfate 10mg/5ml soln unit dose vials sugar free,7
22902409136,Male pubic pressure flange 25mm,7
0801050P0AAADAD,Hydroxycarbamide 500mg/5ml oral suspension,7
0913021H0BCAAAB,Altrini Compact Fibre liquid (4 flavours),7
21270001251,Juzo Dynamic class 1 (18-21mmHg) thigh length closed toe with wide silicone top band,7
23945909492,Combimate SuperFlex two piece ostomy system 45mm flange 35mm,7
23353353601,Option Plus Microskin colostomy bag 25mm opaque,7
0901030J0AAAMAM,Darbepoetin alfa 500micrograms/1ml inj pf dispos dev,7
21270002212,Eurostar instep stitching (T-Heel) for lymphoedema garment,7
23301083267,Fulcionel ostomy/hernia support tube belt medium 26cm white,7
21270002143,Sigvaris MTM Optiform Flex class 2 (23-32mmHg) capri length,7
23963249610,Nu-Hope urostomy bag standard 44mm,7
0906031C0CKAAAF,AascorbDose 50mg tablets,7
20031300060,Ciltech sheet 10cm x 10cm square,7
0906031C0AACACA,Ascorbic acid powder,7
0504080P0AAAAAA,Pentamidine 300mg powder for solution for injection vials,7
21270001723,Mediven harmony class 1 (15-21mmHg) armsleeve with shoulder cap,7
0208010ABBBABAB,Arixtra 5mg/0.4ml solution for injection pre-filled syringes,7
0501021L0BCACAG,Keflex 250mg tablets,7
21270002678,Haddenham Doktus MTO short foot for,7
0504010M0AAAAAA,Proguanil 100mg tablets,7
20030100562,Cutiplast Steril dressing 8cm x 15cm,7
0704050Z0BHAAAA,Liberize 50mg tablets,7
0406000F0BBAAAC,Valoid 50mg tablets,7
23601256219,Birkbeck rubber ileostomy night bag 38mm black,7
0704010U0BZAAAA,Omsula 0.4mg modified-release capsules,7
1501020R0BBADA0,Nitrous oxide cylinders size E,7
0204000R0AACHCH,Propranolol 50mg/5ml oral liquid,7
0906040B0BEACAB,AlfaD 1microgram capsules,7
1002020T0BDAAAB,Tizagelan 2mg tablets,7
23301023156,Comfizz Level III support belt XXXX large,7
0402010C0BDAFAK,Zaponex 100mg orodispersible tablets,7
1501042E0BBAAAA,Toradol 30mg/1ml solution for injection ampoules,7
1305010J0AAABAB,Zinc and Ichthammol cream,7
0704050Z0AAAPAP,Sildenafil 100mg chewable tablets sugar free,7
23305951051,Vanilla Blush Level 2/3 male support briefs with legs XXXX large black,7
22302953026,K+IC sheath 30mm,7
20030000028,Exufiber Ag+ dressing 4.5cm x 20cm rectangular,7
23941009319,SenSura Flex two piece ostomy system baseplate 50mm 25mm,7
20030000011,Pico dressing 10cm x 40cm,7
1305020F0AADADA,Dithranol 0.5% cream,7
23945909468,"Combimate Supersoft two piece ostomy system deep convex flange 45mm flange, starter hole 13mm",7
20033000433,EmWound sterile dressing pack with gloves,7
0503010Z0BBAAAA,Kivexa 600mg/300mg tablets,7
21060200125,Elastic band truss inguinal special double,7
21270001159,Haddenham Goldpunkt custom fit shoulder cap for lymphoedema garment upper extremities,7
0403040W0CFABAD,Majoven XL 75mg capsules,7
0704030G0BFACBA,Urocit-K 5mEq tablets,7
1203010Q0AAAIAI,Generic Anbesol Adult Strength gel sugar free,7
23353353546,Option colostomy bag with filter 25mm opaque,7
1305020C0AAHFHF,Coal tar solution 3% / Salicylic acid 3% in Aqueous cream,7
20033000157,Moderex Border dressing 10cm x 10cm square,7
21270001473,Juzo Expert Strong custom fit class 1 (18-21mmHg) tights open toe,7
21270001789,Juzo Dynamic custom fit class 3 (34-46mmHg) thigh length open toe with silicone top band,7
23353353738,"Option Alginate colostomy bag with filter, standard 25mm",7
23852408500,Ostomy foam pad 76mm diameter 25mm,7
20200000111,DermaSilk leggings 24-36 months,7
22301253012,Secure external catheter kit 30mm,7
23600106056,Premium ileostomy bag 44mm,7
21270001408,Juzo Expert custom fit class 3 (34-46mmHg) capri pants,7
23300263235,Suportx Easy Peel breathable ostomy belt with hole extra large 20cm skin,7
1108010AAAAARAR,Ciclosporin 0.06% eye dps 0.4ml unit dose preservative free,7
21270002569,Haddenham Star Cotton MTO class 2 (23-32mmHg) thigh length closed toe with waist attachment left,7
0901011P0AAABAB,Ferrous sulfate heptahydrate 60mg/5ml soln paediatric,7
23300000044,Suportx shield ostomy belt with Easy Peel fastening extra large 20cm left shield white,7
20030100651,Advapore dressing 8cm x 15cm,7
1404000G0AAAKAK,"Hep B vacc (recmb, ads) 10microg/1ml inj vials",7
1001010C0CJADAF,Fenactol Retard 100mg tablets,7
20030100490,Vellafilm dressing 12cm x 12cm,7
21010900638,D-mine Pen injection pen reusable for 3ml cartridge,7
1103030C0BBAAAA,Zovirax 3% ophthalmic ointment,7
23301023214,Comfizz Level III shallow support belt medium 72mm,7
0906040G0ECANEK,"ColeDose D3 25,000unit capsules",7
21180000015,Pos-T-Vac vacuum pump battery operated,7
0908010D0AAALAL,Cholesterol 1g oral powder sachets,7
0307000C0BLAAAJ,Respi-Nac 600mg effervescent tablets,7
23603456427,"Pelican Platinum with Vitamin E Post Op convex ileostomy bag with filter, maxi",7
0208010D0BFADAB,Ledraxen 40mg/0.4ml inj pre-filled syringes,7
20030100341,Exu-Dry dressing 15cm x 23cm,7
0605020E0BCACBP,Desmospray 2.5micrograms/dose nasal spray,7
23300263361,Suportx breathable tube ostomy belt XXX large 26cm white,7
20031900015,Acticoat Moisture Control dressing 5cm x 5cm square,7
23600106019,Ileostomy bag with karaya 5 seal and microporous adhesive 30.5 bag 64mm stoma,7
20032500019,Snap cartridge device 75mmHg,7
0603020G0BGABCH,Glensoludex 4mg soluble tablets,7
20050300166,Blom-Singer foam filter,7
22902409177,Rubber urinal belt 112cm,7
23300263798,Suportx male low waist girdle large white,7
0605010D0AAAJAJ,"Chorionic gonadotrophin 5,000unit inj pre-filled syringes",7
0204000R0AACICI,Propranolol 5mg/5ml oral liquid,7
20030100668,365 IV reinforced IV transparent dressing frame application dressing 7cm x 8.5cm,7
0801050X0AAAAAA,Tretinoin 10mg capsules,7
22903409176,"Rubber belt extra large compatible with MK1, MK3, MK6 urinal system",7
21270000420,Haddenham Doktus class 2 (23-32mmHg) armsleeve with grip top extra wide,7
23300263268,Suportx Easy Peel breathable ostomy belt with hole XX large 26cm skin,7
21020001522,GC Glide hydrophilic catheter female 8Ch,7
22902409178,Rubber urinal belt 117cm,7
091200000AAEGEG,Glucosamine sulfate 675mg capsules,7
1404000AWBCAAAB,Abrysvo vaccine inj 0.5ml vials,7
21270002121,Juzo Expert Strong custom fit class 3 (34-46mmHg) below knee footless,7
0901030D0AAAMAM,"Epoetin alfa 5,000units/0.5ml inj pre-filled syringes",7
23604106031,"Koenig Rutzen WP MB ileostomy bag with screw outlet, large 32mm",7
0703050A0BGAAAB,Ezinelle 1.5mg tablets,7
0302000C0AAARAR,Beclometasone 200micrograms/dose inhaler,7
21290000161,Procare off-loading diabetic shoe large,7
23301083102,Cuiwear unisex support boxers small/medium skin,7
23301023138,Comfizz Level I junior girl support vest medium pink,7
1307000M0AABTBT,Salicylic acid 3% / Lactic acid 3% in White soft paraffin,7
21020001585,Liquick X-treme Plus catheter paediatric 10Ch,7
0206020F0BBAAAB,Plendil 5mg modified-release tablets,7
0802040AKBBABAB,Tecfidera 240mg gastro-resistant capsules,7
21020001321,Hi-Slip Kit hydrophilic catheter female 8Ch-16Ch,7
0408010P0AAAWAW,Phenobarbital sodium 25mg/5ml oral liquid,7
20050500015,Neckfix Duo K tracheostomy tube holder,7
23300263472,Suportx female high waist ostomy girdle XX large white,7
0704010W0BCAAAA,Vecit 6mg/0.4mg modified-release tablets,7
23301023271,Comfizz Level III two part support belt XX large 75mm,7
23940459679,Softima 3S two piece ostomy system urostomy bag transparent 45mm,7
0913355A0BBAAAA,Neocate powder,7
20030100402,Suprasorb F dressing 15cm x 20cm,7
23603456127,"Pelican Select Afresh ileostomy bag with filter, standard 32.5mm opaque",7
0601023B0BBABAB,Actos 30mg tablets,7
23941009777,Easiflex two piece ostomy system baseplate paediatric 27mm flange,7
1307000M0BFAAAE,Verrugon complete 50% ointment,7
0408020W0AAAGAG,Midazolam 2.5mg/0.25ml oromucosal soln pf oral syringes,7
0501050H0BDAMAM,Erythroped SF 250mg/5ml oral suspension,7
20030400209,Biatain Super dressing (non-adhesive) 12cm x 20cm rectangular,7
23603456358,"Pelican Platinum Contour ileostomy bag with filter, standard 35mm clear",7
20030200035,Algicell Ag dressing 10.8cm x 10.8cm,7
1003010P0AAAAAA,"Hyaluronidase 1,500unit inj ampoules",7
21200000178,Juzo Ulcer Pro Custom made to measure medical stocking and compression liner,7
0408010AAAAACAC,Felbamate 600mg/5ml oral suspension,7
22902199014,Afex Sedentary male urinal system with large briefs,7
21270001859,Juzo Soft custom fit class 1 (18-21mmHg) thigh length open toe,7
0501012G0AAADAD,Flucloxacillin 500mg powder for solution for injection vials,7
0913311C0BCAAAB,Fresubin Creme dessert cappuccino,7
23944809524,Combihesive Natura two piece ostomy system ileostomy bag standard 38mm clear,7
23301023260,Comfizz Level II double layer support boxers extra large/XX large white,7
0106020V0BDAAAA,Senease Eighteen Years Plus 7.5mg tablets,7
0906026M0BJAAAG,Athiam 100mg tablets,7
23350453668,Biotrol Softima colostomy bag with filter beige 28mm,7
21270000963,Sigvaris MTM Traditional (34-46mmHg) thigh length open toe with grip top,7
23603456128,"Pelican Select Afresh ileostomy bag with filter, standard 35mm opaque",7
190205500BCPYA0,Clinisan emollient skin cleansing foam,7
21180000086,Applicator and cone set,7
23605906201,"Emperor ileostomy bag with filter, standard 15-70mm beige",7
0407010B0AABEBE,Aspirin 300mg suppositories,7
21270000642,Altiven class 3 (34-46mmHg) below knee open toe,7
23301083037,Fulciolite female high waist support briefs right size 20,7
0604030Q0AAAAAA,Prasterone 25mg capsules,7
22806208000,U-drain consumable pack,7
21010900758,Mendor Discreet lancets 0.32mm/28gauge,7
20050200336,Provox Luna ShowerAid,7
21270002722,Juzo Adventure MTM class 1 (18-21mmHg) below knee closed toe,7
23300263338,Suportx breathable tube ostomy belt with hole XX large 20cm skin,7
091101000AAEBEB,Arginine 1g/5ml oral solution,7
0409020S0AAAJAJ,Procyclidine 5mg/5ml oral liquid,7
20090001093,Skinnies WEB stockinette arm tube adult,7
23301023210,Comfizz Level III shallow support belt extra large 60mm,7
21270001781,Juzo Dynamic custom fit class 2 (23-32mmHg) tights open toe,7
23301023050,Comfizz Level I junior female support briefs medium black,7
21270002189,Sigvaris MTM Optiform Hold reinforced gusset for lymphoedema garment,7
20090001177,Fortuna Fast stockinette 10.75cm,7
21270000585,Juzo Dynamic class 3 (34-46mmHg) thigh length open toe,7
23600106351,"Moderma Flex convex ileo bag + filter, CeraPlus s/barr & Lock 'n' Roll closure, maxi 35mm transpt",7
20030600348,ComfiHEAL dressing 10cm x 10cm square,7
20020200762,PremierBand bandage 10cm x 4m,7
21270000858,Sigvaris Essential Comfortable class 2 (23-32mmHg) panty extra closed toe plus,7
0913213A0BHAAAG,L-Tyrosine powder,7
20030100564,Cutiplast Steril dressing 10cm x 25cm,7
1902070Q0AAAAAA,Naloxone 400micrograms/1ml solution for injection ampoules,7
0906040G0ETADFL,"BetterYou Vitamin D 3,000units Daily oral spray",7
23945609412,Welland Silhouette 2 two piece ostomy system 45mm flange 32mm,7
1001010ADBCACAB,Nurofen Migraine Pain 342mg caplets,7
0501021D0AAAAAA,Cefotaxime 500mg powder for solution for injection vials,7
23605606193,"Welland FreeStyle ileostomy bag with Dual Carb filter, medium 32mm beige",7
23300263822,Suportx male low waist girdle with legs medium skin,7
0703010F0BNABAC,Levest 150/30 tablets (Actavis),7
091102000AABHBH,Ubidecarenone 30mg/5ml oral solution,7
21270002690,Haddenham Doktus MTO half compression panty for,7
21270000800,ActiLymph MTM Ease class 2 (23-32mmHg) thigh length open toe with waist attachment,7
0402010K0BEAAAW,Levorol 6.25mg tablets,7
0504010U0BEAAAA,Maloff Protect 250mg/100mg tablets,7
23354103837,"Confidence BE colostomy bag with filter and overlap, standard 41mm white",7
1302010K0AAAFAF,Lactic acid 10% in Aqueous cream,7
0410020B0BDATBP,NiQuitin Minis Orange 1.5mg lozenges,7
21020001091,Aloe Meatal catheter male 10Ch-16Ch,7
1203010Q0AAAJAJ,Generic Anbesol teething gel sugar free,7
20050000008,StomaSoft laryngectomy tube 55mm length (fenestrated) size 12,7
0906040G0EJAEEA,"Aactive D3 5,000unit capsules",7
0913541B0AAACAC,Glucose liquid,7
0601023A0BBACAA,Glucobay 50mg tablets,7
1001030D0AAAEAE,Etanercept 50mg/1ml inj pre-filled disposable devices,7
23944809716,Combihesive Natura Little Ones two piece ostomy system colostomy bag 45mm,7
0208020Y0AAAIAI,Rivaroxaban 10mg capsules,7
23751027507,Comfishield Set 90mm pearl,7
22902199037,Afex Noctura bed bag configuration supplemental kit,7
1305020C0AAEFEF,Coal tar 25% in Yellow soft paraffin,7
23350103721,"Moderma Flex colostomy bag with filter, maxi 25mm transparent",7
23305951139,Vanilla Blush Coresitwell hernia support belt small VBCSWMB1 beige,7
21270001893,Mediven Mondi MTM class 3 (34-46mmHg) tights open toe,7
1203030J0AAAAAA,Hexylresorcinol 2.4mg lozenges,7
21010900933,Unifine Pentips Plus hypod ins needles for pre-filled / reusable pen injectors screw on 4mm/33gauge,7
0205040D0BDABAB,Doxadura 2mg tablets,7
1107000N0AAAAAA,Lidocaine 4%/Fluorescein 0.25% eye dps 0.5ml ud preserv free,8
20030100500,Leukomed dressing 10cm x 30cm,8
20030100427,Pharmapore-PU dressing 10cm x 30cm,8
23604806260,"Esteem+ ileo bag+filter, ConvaTec Mouldable Technology & InvisiClose outlet, standard 40-50mm clear",8
20030200161,Algisite Ag dressing 10cm x 10cm,8
23945909489,Combimate SuperFlex two piece ostomy system 45mm flange 25mm,8
23300263729,Suportx male high waist girdle extra large black,8
23965909745,"Confidence BE urostomy bag with cover on bodyside, large, starter hole 13mm stone",8
0304010H0BBAAAB,Tavegil 1mg tablets,8
20040300412,Zelaffin dressing 5cm x 5cm,8
20090001215,Skinnies WEB stockinette leggings 0-24 months,8
1304000F0AACRCR,Coal tar soln 10% in Betamethasone valerate 0.025% oint,8
0502010D0AAAEAE,Voriconazole 1% eye drops preservative free,8
0402020ACAAAAAA,Olanzapine embonate 210mg inj vials,8
1310020D0AAAAAA,Benzoic acid compound ointment,8
0402030R0BBABAB,Sycrest 5mg sublingual tablets,8
23945609521,"Welland Aura 2 two piece ostomy system ileostomy bag with Dual Carb i filter, mini 45mm",8
0603020T0BNAAAF,Dilacort 2.5mg gastro-resistant tablets (Cresent Pharma),8
21270001452,Juzo Expert Strong custom fit class 3 (34-46mmHg) armsleeve with glove,8
0503032J0BBAAAA,Epclusa 400mg/100mg tablets,8
23300263767,Suportx male high waist girdle with legs medium white,8
21270001874,Juzo Soft custom fit class 2 (23-32mmHg) thigh length closed toe,8
23550605501,Lenbul flange 38mm,8
0401030E0AAABAB,Amobarbital sodium 200mg capsules,8
0408010N0AACXCX,Phenobarbital 125mg/5ml oral liquid,8
050301000BBADA0,Triumeq 50mg/600mg/300mg tablets,8
1201030F0BHAAAC,Clear Ear drops,8
23301083098,Cuiwear unisex support boxers medium/large white,8
21280000126,Aquaflush Maxi - Actif irrigation system starter set,8
23945609513,"Welland Aura 2 two piece ostomy system colostomy bag with Dual Carb 2 filter, mini 45mm",8
1305020C0BDAAAB,Psoriderm Emulsion 40% bath additive,8
21270000634,Altiven class 2 (23-32mmHg) thigh length open toe,8
21270002014,Sigvaris MTM Essential Comfortable class 1 (18-21mmHg) panty bodyform open toe,8
23305903003,EuroTec adjustable elastic ostomy belt small,8
21270002498,Haddenham Veni MTO class 3 (34-46mmHg) below knee closed toe with silicone grip top,8
21280000111,Qufora IrriSedo Bed System 5 12mm,8
091101000AAFUFU,Glycerol trioleate oil liquid,8
23941009551,Assura two piece ostomy system colostomy bag mini 50mm,8
0204000R0BGAGAB,Inderal LA 160mg capsules,8
21270001975,Sigvaris Essential Thermoregulating class 1 (18-21mmHg)thigh length open toe+Sensinnov grip top plus,8
22302953025,K+IC sheath 28mm,8
0401010ADAACNCN,Melatonin 10mg tablets,8
20090001094,Skinnies WEB stockinette lower leg tube adult,8
0408010W0BJAACA,Depakin 200mg/ml oral solution,8
23354103750,"Confidence Comfort colostomy bag with filter, standard",8
1105000P0BBABAF,Minims phenylephrine hydrochloride 2.5% eye dps 0.5ml ud,8
23300263516,Suportx female high waist lace ostomy girdle extra large white,8
21010900773,Neria Soft subcutaneous drug delivery device 110cm tubing 17mm needle 24gauge,8
20090001095,Skinnies WEB stockinette upper leg tube adult,8
23301083174,Fulcionel ostomy/hernia support belt with adjustable opening XX large right 26cm,8
23603356312,"Option low profile s/convex ileo bag + fltr & soft covering to both sides, midi 35mm (LPSC40-4335KV)",8
0501120L0BBABAF,Ciproxin 500mg tablets,8
21270002725,Juzo Adventure MTM class 2 (23-32mmHg) below knee closed toe with silicone top band,8
0913108A0AAAAAA,Generic SMA Anti-Reflux powder,8
22502405017,Non-sterile catheter drainage bag child,8
20033000173,C-Sorb Silicone dressing 10cm x 20cm,8
0407010H0AADKDK,Paracetamol 500mg/50ml solution for infusion vials,8
0906025P0BNACBM,RiboVit B2 100mg modified-release tablets,8
1001030U0BEAIBH,Metoject 20mg/0.4ml inj pre-filled syringes,8
1104020T0BRAAAA,Pollenase Allergy 2% eye drops,8
0403040W0BIADAB,ViePax 75mg tablets,8
23355603625,Welland Silhouette colostomy bag 38mm beige,8
20090001193,Skinnies WEB stockinette round top short sleeve 7-11 years,8
0902021S0BBATCQ,Sodium choride 0.9% inf 50ml Mini-Bag Plus Viaflex bags,8
0203020F0BCACAB,Rythmodan 100mg capsules (Imported Canada),8
0603020S0BBABAB,Medrone 4mg tablets,8
21270001510,Juzo Expert Strong velcro fastener for lymphoedema garment lower extremities,8
23353453688,"Pelican Select convex colostomy bag with filter, standard 37.5mm clear",8
23300263262,Suportx Easy Peel breathable ostomy belt with hole extra large 26cm black,8
23301023293,Comfizz Level I support thong medium/large white,8
23941010112,"SenSura Mio Kids Flex two piece ostomy system ileostomy bag with filter, mini neutral grey",8
23355603643,Welland Silhouette Vogue colostomy bag 32mm beige,8
21010220119,RC-Cornet Plus mucus clearance device,8
21270001411,Juzo Expert custom fit class 4 (greater than 46mmHg) thigh length,8
23962409621,Chiron rubber urostomy night bag 38mm,8
20030100485,Leukomed T plus dressing 10cm x 35cm,8
20031200110,Spirit Hydrogel dressing 10cm x 10cm square,8
22902199013,Afex Sedentary male urinal system with medium briefs,8
23945909450,Combimate Supersoft two piece ostomy system 57mm flange 13mm,8
20200000300,Skinnies Silk vest short sleeve small adult,8
0309020G0AAAPAP,Guaifenesin 100mg/5ml / Levomenthol 1.1mg/5ml oral solution,8
20200000335,Skinnies Silk tubular sleeves 33cm,8
20030600581,CovaWound Non-Adherent Foam dressing 10cm x 10cm square,8
21270000855,Sigvaris Essential Comfortable class 2 (23-32mmHg) panty extra open toe,8
040702040BJADAJ,Tramquel SR 200mg capsules,8
21270001718,Juzo Dynamic Cotton class 2 (23-32mmHg) tights closed toe,8
21270001479,Juzo Expert Strong custom fit class 2 (23-32mmHg) thigh length with hip attachment,8
23605906250,NovaLife TRE soft convex ileostomy bag midi 15mm-34mm clear,8
0408010P0AABCBC,Phenobarbital sodium 30mg/5ml oral liquid,8
22302953062,b.sure Quickfit latex free self-adhering sheath shorter length 18mm,8
